id_paper,id_site,title,authors,authors_full,year,nurse_species,exp_type,variable,umbrella,unidad,mean_island,mean_bs,sd_island,sd_bs,n_island,n_bs,rii,sd_rii,mean_island_nit,mean_bs_nit,sd_island_nit,sd_bs_nit,mean_island_p,mean_bs_p,sd_island_p,sd_bs_p,n_island_fi,n_bs_fi,case_id,id_es,orig_RII,orig_RIIV,RII,RIIV,nit.RII,nit.RIIV,p.RII,p.RIIV,lat,long,soil_n,soil_phosphorus,aridity_index
6,2,Patch dynamics in arid lands: localized effects of Acacia papyrocarpa on soils and vegetation of open woodlands of south Australia,Facelli & Brock,"José M. Facelli, Daniel J. Brock",2000,Acacia papyrocarpa,field,frecuency,cover,%,0,0.217096292189436,NA,0.013471416663078314,10,10,NA,NA,1.4209,0.3821,0.1313,0.1075,477.668,258.8933,108.498,35.5731,8,8,11,11,-1,2.922218636849748e-4,-1,NA,0.576150859678314,0.0017266388376374602,0.29702171428230073,0.004706872056999058,-32.95,137.4,0.800000011920929,2,0.11330000311136246
6,2,Patch dynamics in arid lands: localized effects of Acacia papyrocarpa on soils and vegetation of open woodlands of south Australia,Facelli & Brock,"José M. Facelli, Daniel J. Brock",2000,Acacia papyrocarpa,field,frecuency,cover,%,0.16686360295734673,0.2315521882213731,0.015362057092477939,0.013045072235203441,10,10,NA,NA,1.4209,0.3821,0.1313,0.1075,477.668,258.8933,108.498,35.5731,8,8,12,12,-0.3125070092584516,5.360338933267234e-5,-0.16236451138807553,2.491577225965382e-4,0.576150859678314,0.0017266388376374602,0.29702171428230073,0.004706872056999058,-32.95,137.4,0.800000011920929,2,0.11330000311136246
6,2,Patch dynamics in arid lands: localized effects of Acacia papyrocarpa on soils and vegetation of open woodlands of south Australia,Facelli & Brock,"José M. Facelli, Daniel J. Brock",2000,Acacia papyrocarpa,field,emergence,emergence,%,0.7665256825022396,0.489115996850736,0.8653474694054015,0.6085092159584093,10,10,NA,NA,1.4209,0.3821,0.1313,0.1075,477.668,258.8933,108.498,35.5731,8,8,13,13,0.37096712148821676,0.009271532750507726,0.22093061277995418,0.08505432970344176,0.576150859678314,0.0017266388376374602,0.29702171428230073,0.004706872056999058,-32.95,137.4,0.800000011920929,2,0.11330000311136246
16,3,Moms are better nurses than dads: gender biased self-facilitation in a dioecious Juniperus tree,Montesinos et al.,"Montesinos, Daniel*; Verdú, Miguel & García-Fayos, Patricio",2007,Juniperus thurifera,field,survival,survival,%,1.3845155629759984,1.0464357835770388,0.429035821051772,1.7242880794792266,5,10,NA,NA,2.34,0.81,0.87,0.27,7.72,3.11,3.28,1.36,15,15,17,17,0.126153982504188,0.00406391820249981,0.13907303405242527,0.04537354105487361,0.48571428571428565,0.011354814506301388,0.4256694367497691,0.012775808353681582,40.04527,-1.144722,3.5,39.4032096862793,0.2953000068664551
16,3,Moms are better nurses than dads: gender biased self-facilitation in a dioecious Juniperus tree,Montesinos et al.,"Montesinos, Daniel*; Verdú, Miguel & García-Fayos, Patricio",2007,Juniperus thurifera,field,survival,survival,%,1.2464166433541564,1.0464357835770388,0.6302307357530041,1.7242880794792266,5,10,NA,NA,1.47,0.81,0.47,0.27,9.22,3.11,3.82,1.36,15,15,18,18,0.09047268498935222,0.005465016877020895,0.08721924596114386,0.06498069338723737,0.28947368421052627,0.005182404657786598,0.49553933495539343,0.014518556307608805,40.04527,-1.144722,3.5,39.4032096862793,0.2953000068664551
44,7,"
Interactions of the indigenous evergreen shrub Sabina vulgaris with coexisting species in the Mu Us sandland",Ning et al.,"Ning, L., Liu, C.-X., He, W.-M., Yu, F.-H.",2013,Juniperus sabina,field,cover,cover,%,0.24197068010550438,0.5780729530656696,0.7391061677946609,0.9579938077812952,40,40,NA,NA,0.0513,0.0244,0.0155,0.0052,0.0404,0.0364,0.0069,0.0035,40,40,23,23,-0.6774209859514974,0.011820000173363925,-0.4098590115997011,0.07489046791111238,0.3553500660501981,0.0019743951401636054,0.05208333333333329,2.7002001434196657e-4,39.493611,110.191389,1.600000023841858,3,0.2563999891281128
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat",Lozano et al.,"Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,Retama sphaerocarpa,field,survival,survival,%,0.9875452852535932,0.9310973877695785,0.4424857627355121,0.9111480963826598,8,8,NA,NA,1.4,0.5,0.1732,0.1732,NA,NA,NA,NA,3,3,49,44,0.03957156851553832,0.002541850346021361,0.029420745341325452,0.03360135504405809,0.47368421052631576,0.006782852638229192,NA,NA,37.1333,-2.3666,1.899999976158142,27.64459991455078,0.19200000166893005
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat",Lozano et al.,"Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,Retama sphaerocarpa,field,survival,survival,%,0.4489817010320818,1.072785688029824,0.3739781785624331,1.0314817934312408,8,8,NA,NA,1.4,0.5,0.1732,0.1732,NA,NA,NA,NA,3,3,50,45,-0.6075945016824252,0.01587679100097508,-0.4099207221034527,0.11679177496565081,0.47368421052631576,0.006782852638229192,NA,NA,37.1333,-2.3666,1.899999976158142,27.64459991455078,0.19200000166893005
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat",Lozano et al.,"Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,Retama sphaerocarpa,field,survival,survival,%,1.0571441811675109,0.8765095546998103,0.4278222750248654,1.3076584677245864,8,8,NA,NA,1.4,0.5,0.1732,0.1732,NA,NA,NA,NA,3,3,51,46,0.12448820461735047,0.0037930571268363533,0.09341622190008012,0.05430038240976992,0.47368421052631576,0.006782852638229192,NA,NA,37.1333,-2.3666,1.899999976158142,27.64459991455078,0.19200000166893005
89,20,"
Shrub facilitation of tree establishment varies with ontogenetic stage across environmental gradients",Urza et al.,"Urza, A.K., Weisberg, P.J., Chambers, J.C., Sullivan, B.W.",2019,Artemisia tridentata,field,emergence,emergence,%,0.46151920500032334,0.37142488296656223,0.9345843827164702,0.9892514247116997,5,5,NA,NA,15.4737,20.8421,10.3923,12.3067,NA,NA,NA,NA,12,12,58,53,0.20171621801786507,0.059510891920743,0.10816370910761887,0.533581496278432,-0.14782546439841612,0.017564205976474585,NA,NA,39.093611,-117.49388,3.9000000953674316,10.04465103149414,0.1573999971151352
