"id_paper","id_site","title","authors","authors_full","year","nurse_species","exp_type","umbrella","n_rii","id_es","orig_RII","orig_RIIV","RII","RIIV","nit.RII","nit.RIIV","p.RII","p.RIIV","lat","long","soil_n","soil_phosphorus","aridity_index","tavg","prec","n_island","n_bs","n_island_fi","n_bs_fi"
143,30,"Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities","Davies et al.","Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,"Artemisia tridentata","field","cover",NA,95,0.290697299215901,0.0117551434759528,0.150836283445722,0.0481314080720785,-0.242235168396015,0.0134628716127208,0.213334293325653,0.0174380745635094,43.4833,-119.7166,2.09999990463257,8.53442573547363,0.189300000667572,7.35833339889844,274,8,8,8,8
143,30,"Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities","Davies et al.","Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,"Artemisia tridentata","field","cover",NA,96,-0.288698716335263,0.071819059761927,-0.147583047080619,0.0621872723571286,-0.242235168396015,0.0134628716127208,0.213334293325653,0.0174380745635094,43.4833,-119.7166,2.09999990463257,8.53442573547363,0.189300000667572,7.35833339889844,274,8,8,8,8
143,30,"Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities","Davies et al.","Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,"Artemisia tridentata","field","cover",NA,97,-0.474419959227259,0.0264277373431812,-0.252693693301182,0.0314497482276785,-0.242235168396015,0.0134628716127208,0.213334293325653,0.0174380745635094,43.4833,-119.7166,2.09999990463257,8.53442573547363,0.189300000667572,7.35833339889844,274,8,8,8,8
148,32,"Effect of the canopy of Retama sphaerocarpa on its understorey in a semiarid environment.","Moro et al.","Moro, M. J., Pugnaire, F. I., Haase, P., & Puigdefábregas, J.",1997,"Retama sphaerocarpa","glasshouse","emergence",NA,110,0.123353293413174,0.00047295882201019,0.124690822964717,0.00556973648084622,0.307692307692308,0.01082750336998,NA,NA,37.1333,-2.3666,1.89999997615814,27.6445999145508,0.19200000166893,15.4583333333333,341,10,10,6,6
94,33,"
Conspecific leaf litter and root competition inhibits shrub emergence in the Patagonian steppe","Campanella & Bisigato","Campanella, M.V., Bisigato, A.J.",2019,"Chuquiraga avellanedae","field","emergence",NA,111,-0.750350631136045,0.21039927242562,-0.459199936925969,0.858774631425224,0.0588235294117647,0.0277774451934244,NA,NA,-43,-65,1.20000004768372,6.02825355529785,0.096900001168251,13.6249999205271,184,4,4,4,4
6,2,"Patch dynamics in arid lands: localized effects of Acacia papyrocarpa on soils and vegetation of open woodlands of south Australia","Facelli & Brock","José M. Facelli, Daniel J. Brock",2000,"Acacia papyrocarpa","field","biomass",NA,14,0.53587786259542,0.00242784993193786,0.53587786259542,0.00242784993193786,0.576150859678314,0.00172663883763746,0.297021714282301,0.00470687205699906,-32.95,137.4,0.800000011920929,2,0.113300003111362,18.2000000476837,263,10,10,8,8
8,2,"Multiple effects of shrubs on annual plant communities in arid lands of South Australia","Facelli & Temby","José M. Facelli, Amanda M. Temby",2002,"Atriplex vesicaria","glasshouse","biomass",NA,15,0.196162006966135,0.00382792371566795,0.196162006966135,0.00382792371566795,0.212121212121212,0.00356217994284611,0.0761379828349883,0.00070986266585723,-32.95,137.4,0.800000011920929,2,0.113300003111362,18.2000000476837,263,10,10,10,10
8,2,"Multiple effects of shrubs on annual plant communities in arid lands of South Australia","Facelli & Temby","José M. Facelli, Amanda M. Temby",2002,"Maireana sedifolia","glasshouse","biomass",NA,16,-0.144156811439115,0.00390039293884499,-0.144156811439115,0.00390039293884499,0.102209944751381,0.00765224037290914,-0.275700079311818,0.00081162046912721,-32.95,137.4,0.800000011920929,2,0.113300003111362,18.2000000476837,263,10,10,10,10
31,5,"
Effects on soil, microclimate and vegetation of the native-invasive Retama monosperma (L.) in coastal dunes","Vallés et al.","Vallés, S.M., Gallego Fernández, J.B., Dellafiore, C., Cambrollé, J.",2011,"Retama monosperma","field","biomass",NA,20,0.604395010651765,0.0805010981260841,0.604395010651765,0.0805010981260841,0.547019311502939,0.123312498305348,0.480425137730974,0.0289995749726076,37.21,-7.18,3.40000009536743,NA,0.287000000476837,17.7166667779287,475,4,4,4,4
38,6,"Recruiting mechanisms of Cylindropuntia leptocaulis (Cactaceae) in the Southern Chihuahuan Desert","Flores-Torres & Montaña","Flores-Torres, A., Montaña, C.",2012,"Larrea tridentata","field","biomass",NA,21,0.376499679457826,0.0202895992188479,0.376499679457826,0.0202895992188479,0.548780487804878,0.0044881085899294,NA,NA,26.6833,-103.75,1.10000002384186,2,0.115299999713898,20.158333381017,243,7,7,3,3
44,7,"
Interactions of the indigenous evergreen shrub Sabina vulgaris with coexisting species in the Mu Us sandland","Ning et al.","Ning, L., Liu, C.-X., He, W.-M., Yu, F.-H.",2013,"Juniperus sabina","field","abundance",NA,22,-0.5482201473226,0.00538279935143255,-0.5482201473226,0.00538279935143255,0.355350066050198,0.00197439514016361,0.0520833333333333,0.00027002001434196,39.493611,110.191389,1.60000002384186,3,0.256399989128113,6.54999986911813,371,40,40,40,40
48,8,"
Shrubs promote nucleation in the Brazilian semi-arid region","Vieira et al.","Vieira, I.R., de Araújo, F.S., Zandavalli, R.B.",2013,"Combretum leprosum","field","abundance",NA,24,0.498906915199632,0.160569125521255,0.498906915199632,0.160569125521255,0.225806451612903,0.00386784816840476,NA,NA,-5.1175,-40.87222,1.29999995231628,3.6990442276001,0.459300011396408,25.4833331108093,815,15,15,3,3
54,9,"
Do tree canopies enhance perennial grass restoration in california oak savannas?","Stahlheber & D’Antonio","Stahlheber, K.A., D'Antonio, C.M.",2014,"Quercus agrifolia","field","biomass",NA,25,-0.58139600496558,0.0149595465346838,-0.58139600496558,0.0149595465346838,0.100303951367781,0.00023291326707251,NA,NA,34.68333,-120.03333,3.20000004768372,9.26825046539307,0.245299994945526,15.841666618983,469,5,5,5,5
54,9,"
Do tree canopies enhance perennial grass restoration in california oak savannas?","Stahlheber & D’Antonio","Stahlheber, K.A., D'Antonio, C.M.",2014,"Quercus agrifolia","field","biomass",NA,26,0.422810267266473,0.00365650060807078,0.422810267266473,0.00365650060807078,0.100303951367781,0.00023291326707251,NA,NA,34.68333,-120.03333,3.20000004768372,9.26825046539307,0.245299994945526,15.841666618983,469,5,5,5,5
58,10,"Rodent mounds facilitate shrubs and shrubs inhibit seedlings in the Mojave Desert, USA","Walker et al.","Walker, L.R., Vrooman, S.S., Thompson, D.B.",2015,"Coleogyne ramosissima","field","abundance",NA,27,0.590132248219735,0.112300027955709,0.590132248219735,0.112300027955709,0.0459546925566343,0.00056265147704072,NA,NA,36.411699,-115.453951,0.5,2,0.0564999990165234,15.5416665871938,148,201,201,20,52
61,11,"
Regime shift by an exotic nitrogen-fixing shrub mediates plant facilitation in primary succession","Stinca et al.","Stinca, A., Chirico, G.B., Incerti, G., Bonanomi, G.",2015,"Genista aetnensis","field","biomass",NA,28,0.711370262390671,0.0072166501036913,0.711370262390671,0.0072166501036913,0.812244897959184,0.103538371727773,0.737278491302227,0.0981304924657593,40.821389,0.240278,5.5,27.6888637542725,0.390599995851517,12.2916666666667,532,30,30,10,10
